,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N
1494,2016 - 17,P.S. 207 Rockwood Park,Q207,Q,27,930.0,36-41 28 STREET CONSOLIDATED LOCATION,2,948.0,PS 200Q,I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION,0.0,0.0,0.0
1495,2016 - 17,P.S. 153 Maspeth Elem,Q153,Q,24,1138.0,,1,802.0,PS 144Q,P.S. 150 Queens,1.0,0.0,0.0
1496,2016 - 17,I.S. 192 The Linden,Q192,Q,29,403.0,85-15 258 STREET CONSOLIDATED LOCATION,2,944.0,PS 186Q,P.S. 191 Mayflower |  P.S. Q993 |  85-15 258 STREET CONSOLIDATED LOCATION,,,
1497,2016 - 17,Bronx Studio School for Writers and Artists,X269,X,8,402.0,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,456.0,MS 254X,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,,,
1498,2016 - 17,P.S. 040 Samuel Huntington,Q040,Q,28,466.0,,1,878.0,PS 030Q,P.S. 036 Saint Albans School,0.0,0.0,0.0
1499,2016 - 17,P. S. 62 - Chester Park School,Q062,Q,27,573.0,,2,850.0,IS 053Q,I.S. 059 Springfield Gardens I Success Academy Charter School - Springfield Gardens-New York 6 | 132-55 Ridgedale Street,0.0,1.0,0.0
1500,2016 - 17,Samara Community School,X458,X,12,815.0,,1,522.0,PS/MS 220X,P.S. 048 Joseph R. Drake,0.0,1.0,2.0
1501,2016 - 17,D75 - P.S. 223,Q134,Q,29,871.0,,1,921.0,PS 124Q,P.S. 131 Abigail Adams,0.0,0.0,0.0
1502,2016 - 17,Aviation Career & Technical Education High School,Q610,Q,24,1046.0,,1,1233.0,PS 499Q,Maspeth High School,0.0,3.0,1.0
1503,2016 - 17,South Bronx Academy for Applied Media,X296,X,7,592.0,339 MORRIS AVENUE CONSOLIDATED LOCATION,2,407.0,PS 175X,P.S. 168|Success Academy Charter School - Bronx 1|The Urban Assembly Bronx Academy of Letters|339 MORRIS AVENUE CONSOLIDATED LOCATION,,,
1504,2016 - 17,P.S. 108 Philip J. Abinanti,X108,X,11,1217.0,,1,413.0,PS/MS 101X,P.S. 105 Sen Abraham Bernstein | 725 Brady Avenue,0.0,0.0,2.0
1505,2016 - 17,P.S. 280,Q280,Q,30,365.0,,1,1215.0,PS 254Q,P.S. 273,0.0,0.0,1.0
1506,2016 - 17,P.S. 108 Captain Vincent G. Fowler,Q108,Q,27,834.0,,1,787.0,PS 098Q,P.S. 105 The Bay School,1.0,2.0,8.0
1507,2016 - 17,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,X218,X,9,807.0,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2,1060.0,PS 188X,I.S. 229 Roland Patterson | The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,,,
1508,2016 - 17,The Active Learning Elementary School,Q244,Q,25,1511.0,,1,855.0,IS 231Q,I.S. 238 - Susan B. Anthony Academy,0.0,4.0,2.0
1509,2016 - 17,I.S. 230,Q230,Q,30,1578.0,,1,953.0,PS 223Q,I.S. 227 Louis Armstrong,0.0,0.0,1.0
1510,2016 - 17,I.S. 204 Oliver W. Holmes,Q204,Q,30,612.0,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,819.0,PS 196Q,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,,,
1511,2016 - 17,M.S. 137 America's School of Heroes,Q137,Q,27,416.0,P.S. 134 - QUEENS,2,796.0,PS 127Q,P.S. 134 Hollis | P.S. 223 | 203-02 109th Avenue,0.0,0.0,2.0
1512,2016 - 17,"H.E.R.O. High (Health, Education, and Research Occ",X259,X,7,559.0,900 TINTON AVENUE CONSOLIDATED LOCATION ,2,448.0,JOHN F. KENNEDY HS,School for Tourism and Hospitality |New Visions Charter HS for Advanced Match and Science II |900 TINTON AVENUE CONSOLIDATED LOCATION ,,,
1513,2016 - 17,P.S. 098 The Douglaston School,Q098,Q,26,1508.0,,1,782.0,PS 088Q,P.S. 095 Eastwood,0.0,0.0,0.0
1514,2016 - 17,Irwin Altman Middle School 172,Q172,Q,26,369.0,18-25 212 STREET CONSOLIDATED LOCATION,2,937.0,PS 165Q,P.S. 169 Bay Terrace |  BELL Academy |  18-25 212 STREET CONSOLIDATED LOCATION,,,
1515,2016 - 17,P.S. 149 Christa Mcauliffe,Q149,Q,30,708.0,,1,929.0,PS 140Q,P.S. 146 Howard Beach,1.0,0.0,0.0
1516,2016 - 17,10 East 15th Street,M868,M,2,543.0,,1,649.0,ENVIRONMENTAL STUDIES HS,Eleanor Roosevelt High School | 411 East 76 Street,0.0,0.0,0.0
1517,2016 - 17,10-45 NAMEOKE STREET CONSOLIDATED LOCATION,Q053,Q,27,475.0,,1,887.0,PS 045Q,P.S. 052 Queens | 178-37 146 Terrace,0.0,0.0,1.0
1518,2016 - 17,P.S. 019 Judith K. Weiss,X019,X,11,1168.0,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,329.0,CS 004X,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,0.0,2.0,4.0
1519,2016 - 17,P.S. 204 Morris Heights,X204,X,9,1773.0,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,443.0,IS 229X,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,0.0,0.0,0.0
1520,2016 - 17,International High School for Health Sciences,Q236,Q,24,934.0,,1,964.0,SPRINGFIELD GARDENS HS,Newcomers High School,0.0,1.0,0.0
1521,2016 - 17,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,Q231,Q,29,1307.0,,1,954.0,PS 225Q,I.S. 230,0.0,1.0,1.0
1522,2016 - 17,P.S./ M.S.138 Sunrise,Q138,Q,29,1011.0,,1,798.0,PS 129Q,The Bellaire School,0.0,0.0,1.0
1523,2016 - 17,628 TINTON AVENUE CONSOLIDATED LOCATION,X161,X,7,739.0,800 HOME STREET CONSOLIDATED LOCATION,3,404.0,PS 152X,Bronx Latin|Bronx Career and College Preparatory High School|Dr. Richard Izquierdo Health and Science Charter S|800 HOME STREET CONSOLIDATED LOCATION,,,
1524,2016 - 17,Manhattan School for Career Development,M751,M,1,632.0,,1,656.0,HS GRAPHIC COMM. ARTS,Life Sciences Secondary School,0.0,2.0,4.0
1525,2016 - 17,I.S. 339,X339,X,9,402.0,,2,352.0,JHS 142X,P.S. 146 Edward Collins | Success Academy Charter School - Bronx 3 | 968 Cauldwell Avenue,0.0,0.0,1.0
1526,2016 - 17,The Bellaire School,Q135,Q,29,,P.S. 134 - QUEENS,2,796.0,PS 127Q,D75 - P.S. 223,,,
1527,2016 - 17,P.S. 089 Bronx,X089,X,11,1705.0,,1,1134.0,MOSHOLU NEW BEGINNINGS,P.S. 086 Kingsbridge Heights,0.0,2.0,2.0
1528,2016 - 17,P.S. 229 Emanuel Kaplan,Q229,Q,24,1582.0,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,4,952.0,PS 219Q,J.H.S. 226 Virgil I. Grissom | Hawtree Creek Middle School | Epic High School - South | P.S. Q233 |121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,0.0,7.0,6.0
1529,2016 - 17,I.S. 119 The Glendale,Q119,Q,24,766.0,,1,853.0,IS 109Q,PS/IS 116 William C. Hughley,0.0,1.0,0.0
1530,2016 - 17,Young Voices Academy of the Bronx,X357,X,11,1125.0,,1,1133.0,MS 319X,"P.S. 279 Captain Manuel Rivera, Jr.",0.0,2.0,1.0
1531,2016 - 17,P.S. 9 Ryer Avenue Elementary School,X009,X,10,549.0,,1,1220.0,PS 1X,P.S. 006 West Farms,0.0,1.0,1.0
1532,2016 - 17,Bronx School of Law and Finance,X284,X,10,467.0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,2,321.0,ADLAI E. STEVENSON HS,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,
1533,2016 - 17,Kappa,X215,X,9,308.0,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,2,453.0,MS 143X,I.S. 313 School of Leadership Development |  I.S. 339 |  1600 WEBSTER AVENUE CONSOLIDATED LOCATION,,,
1534,2016 - 17,P.S. 214 Cadwallader Colden,Q214,Q,25,1868.0,,1,732.0,IS 204Q,J.H.S. 210 Elizabeth Blackwell,2.0,4.0,15.0
1535,2016 - 17,270 EAST 167 STREET CONSOLIDATED LOCATION,X022,X,9,681.0,,1,1109.0,PS 11X,P.S. 021 Philip H. Sheridan,0.0,2.0,7.0
1536,2016 - 17,P.S. 206 The Horace Harding School,Q206,Q,28,435.0,36-41 28 STREET CONSOLIDATED LOCATION,2,948.0,PS 200Q,I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION,,,
1537,2016 - 17,36-41 28 STREET CONSOLIDATED LOCATION,Q204,Q,30,919.0,,1,820.0,PS 199Q,P.S. 203 Oakland Gardens,0.0,0.0,0.0
1538,2016 - 17,J.H.S. 144 Michelangelo,X144,X,11,533.0,120 WEST 231 STREET CONSOLIDATED LOCATION,2,455.0,MS 222X,"The Marie Curie School for Medicine, Nursing, and |  The New School for Leadership and Journalism |  120 WEST 231 STREET CONSOLIDATED LOCATION",,,
1539,2016 - 17,P.S. 065 Mother Hale Academy,X065,X,7,907.0,1425 WALTON AVENUE CONSOLIDATED LOCATION,2,482.0,PS 058X,The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,0.0,2.0,0.0
1540,2016 - 17,Veritas Academy,Q240,Q,25,,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,716.0,FOREST HILLS HS,HS Arts & Business Yabc |  High School for Arts and Business |  105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,,,
1541,2016 - 17,P.S. 003 The Margaret Gioiosa School,R003,R,31,,,1,836.0,PS 811Q C.M.H.C.,Hospital Schools - Queens,0.0,0.0,0.0
1542,2016 - 17,P.S. 041 New Dorp,R041,R,31,525.0,91 HENDERSON AVENUE CONSOLIDATED LOCATION,2,972.0,IS 027R,P.S. R373 |  Home Instruction - S.I. |  91 HENDERSON AVENUE CONSOLIDATED LOCATION,,,
1543,2016 - 17,P.S. 144 Col Jeromus Remsen,Q144,Q,28,1120.0,,1,926.0,PS 135Q,I.S. 141 The Steinway,0.0,0.0,1.0
1544,2016 - 17,1560 PURDY STREET CONSOLIDATED LOCATION,X127,X,11,365.0,1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,2,445.0,IS 117X,J.H.S. 125 Henry Hudson |  Blueprint Middle School |  1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,,,
1545,2016 - 17,P.S. 291,X291,X,10,291.0,,1,329.0,CS 004X,P.S. X012 Lewis and Clark School,0.0,1.0,0.0
1546,2016 - 17,1211 SOUTHERN BOULEVARD,X358,X,12,75.0,,1,,,The Matilda Avenue School | 4520 Matilda Avenue,0.0,0.0,0.0
1547,2016 - 17,Academy for Scholarship and Entrepreneurship: A Co,X270,X,11,659.0,,1,333.0,CS 110X,P.S. 340,0.0,0.0,1.0
1548,2016 - 17,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,X306,X,10,274.0,,1,443.0,IS 229X,Young Voices Academy of the Bronx,0.0,0.0,0.0
1549,2016 - 17,P.S. 019 The Curtis School,R019,R,31,557.0,80 MONROE AVENUE CONSOLIDATED LOCATION ,2,1168.0,PS 004R,Fort Hill Collaborative Elementary School |P.S. 016 John J. Driscoll |80 MONROE AVENUE CONSOLIDATED LOCATION ,,,
1550,2016 - 17,P.S. 105 Sen Abraham Bernstein,X105,X,11,318.0,1827 ARCHER STREET CONSOLIDATED LOCATION,3,341.0,IS 098X,  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,,,
1551,2016 - 17,Herbert H. Lehman Yabc,X408,X,8,359.0,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,7,1272.0,MS/HS 368 INFO & NETWORK TECH,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,,,
1552,2016 - 17,P.S. 199X - The Shakespeare School,X199,X,9,448.0,1827 ARCHER STREET CONSOLIDATED LOCATION,3,341.0,IS 098X,  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,,,
1553,2016 - 17,P.S. 042 Eltingville,R042,R,31,,91 HENDERSON AVENUE CONSOLIDATED LOCATION,2,972.0,IS 027R,P.S. R373 |  Home Instruction - S.I. |  91 HENDERSON AVENUE CONSOLIDATED LOCATION,,,
1554,2016 - 17,Jean Nuzzi Intermediate School,Q109,Q,29,219.0,,1,908.0,PS 099Q,P.S. 106,0.0,0.0,2.0
1555,2016 - 17,P.S. 070 Max Schoenfeld,X070,X,9,585.0,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,1131.0,PS 62X,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,,
1556,2016 - 17,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,Q735,Q,24,567.0,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,3,1426.0,Queens Metropolitan H.S.,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,,,
1557,2016 - 17,Preparatory Academy for Writers: A College Board S,Q283,Q,29,480.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,,,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,
1558,2016 - 17,P.S. 073 Bronx,X073,X,9,1282.0,,1,484.0,PS 064X,P.S. 070 Max Schoenfeld,0.0,1.0,2.0
1559,2016 - 17,I.S. 254,X254,X,10,719.0,1501 JEROME AVENUE CONSOLIDATED LOCATION,2,409.0,PS 198X,Comprehensive Model School Project M.S. 327 |  Mount Eden Children's Academy |  1501 JEROME AVENUE CONSOLIDATED LOCATION,,,
1560,2016 - 17,P.S./M.S. 029 Melrose School,X029,X,7,871.0,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,466.0,PS 018X,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,0.0,1.0,6.0
1561,2016 - 17,96-10 23 AVENUE,Q389,Q,30,244.0,,1,,,P.S. 377 | 150-15 RALEIGH STREET,0.0,0.0,0.0
1562,2016 - 17,P.S. 048 William G. Wilcox,R048,R,31,1053.0,,1,975.0,IS 051R,I.S. 061 William A Morris,0.0,5.0,5.0
1563,2016 - 17,P.S. 6 Corporal Allan F. Kivlehan School,R006,R,31,829.0,,1,1156.0,51st AVENUE ACADEMY,P.S. 003 The Margaret Gioiosa School,0.0,0.0,0.0
1564,2016 - 17,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,X080,X,10,290.0,125 EAST 181 STREET CONSOLIDATED LOCATION,3,422.0,CES 073X,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",,,
1565,2016 - 17,P.S. 069 Journey Prep School,X069,X,8,605.0,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,1131.0,PS 62X,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,,
1566,2016 - 17,Bronx Green Middle School,X326,X,11,403.0,,1,349.0,JHS 127X,P.S. 132 Garret A. Morgan | 1245 Washington Avenue,1.0,0.0,2.0
1567,2016 - 17,WATERSIDE CHILDREN'S STUDIO SCHOOL,Q317,Q,27,632.0,,1,827.0,PS 214Q,P.S. 221 The North Hills School,0.0,0.0,0.0
1568,2016 - 17,The Riverview School,Q277,Q,30,291.0,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,2,942.0,PS 182Q,Voyages Prep - South Queens| August Martin High School| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,,
1569,2016 - 17,ICAHN CHARTER SCHOOL 2(XE),X378,X,11,395.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,321.0,ADLAI E. STEVENSON HS,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,
1570,2016 - 17,P.S. 068 Cambridge,Q068,Q,24,655.0,,1,770.0,PS 058Q,P.S. 064 Joseph P. Addabbo | 82-01 101 Avenue,0.0,0.0,0.0
1571,2016 - 17,P.S. 055 Benjamin Franklin,X055,X,9,489.0,,2,,, Girls Preparatory Charter School of the Bronx | M.S. 302 Luisa Dessus Cruz | 681 KELLY STREET,2.0,0.0,0.0
1572,2016 - 17,Queens United Middle School,Q289,Q,29,706.0,,1,1159.0,PS 148Q,P.S. 154 Queens,0.0,1.0,0.0
1573,2016 - 17,644 Bloomingdale Road,R062,R,31,244.0,,1,974.0,IS 049R,The Harbor View School,0.0,0.0,0.0
1574,2016 - 17,World Journalism Preparatory: A College Board Scho,Q285,Q,25,435.0,,1,758.0,PS 017Q,Queens Academy High School,0.0,3.0,0.0
1575,2016 - 17,P.S. 213 The Carl Ullman School,Q213,Q,26,620.0,,2,732.0,IS 204Q,P.S. 209 Clearview Gardens | P.S. 009 | 16-10 UTOPIA PARKWAY,0.0,0.0,2.0
1576,2016 - 17,Astor Collegiate Academy,X299,X,11,377.0,240 EAST 172 STREET CONSOLIDATED LOCATION,7,324.0,BRONX REGIONAL HS,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Bronx High School of Business |Bronx High School for Medical Science |Jonathan Levin High School for Media and Communica |Claremont International HS |240 EAST 172 STREET CONSOLIDATED LOCATION,,,
1577,2016 - 17,P.S. 050 Talfourd Lawn Elementary School,Q050,Q,28,598.0,,1,885.0,PS 040Q,P.S. 046 Alley Pond | 64-45 218 Street,0.0,0.0,0.0
1578,2016 - 17,P.S. 171 Peter G. Van Alst,Q171,Q,30,439.0,18-25 212 STREET CONSOLIDATED LOCATION,2,937.0,PS 165Q,P.S. 169 Bay Terrace |  BELL Academy |  18-25 212 STREET CONSOLIDATED LOCATION,,,
1579,2016 - 17,30-14 30 STREET CONSOLIDATED LOCATION,Q234,Q,30,1037.0,,1,873.0,MS 226Q,P.S. 232 Lindenwood,0.0,1.0,0.0
1580,2016 - 17,925 ASTOR AVENUE CONSOLIDATED LOCATION,X415,X,11,445.0,925 ASTOR AVENUE CONSOLIDATED LOCATION,6,339.0,HERBERT H. LEHMAN HS,Collegiate Institute for Math and Science|Astor Collegiate Academy|C Columbus Hs Yabc|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|925 ASTOR AVENUE CONSOLIDATED LOCATION,,,
1581,2016 - 17,Urban Scholars Community School,X463,X,12,1294.0,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,3,441.0,IS 184X,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| Childrenâs Aid College Prep Charter School| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",1.0,5.0,7.0
1582,2016 - 17,P.S. Q004,Q004,Q,26,737.0,,1,812.0,PS 169Q,P.S. 176 Cambria Heights,0.0,0.0,0.0
1583,2016 - 17,Milton Fein School,X007,X,10,865.0,1701 FULTON AVENUE CONSOLIDATED LOCATION,2,1280.0,S.I. AREA OFFICE,P.S./M.S. 004 Crotona Park West | Icahn Charter School 6 |  1701 FULTON AVENUE CONSOLIDATED LOCATION,2.0,0.0,6.0
1584,2016 - 17,8-21 BAY 25 STREET CONSOLIDATED LOCATION,Q465,Q,27,259.0,8-21 BAY 25 STREET CONSOLIDATED LOCATION,4,711.0,ARTS & BUSINESS HS,"Frederick Douglass Academy VI High School |  Knowledge and Power Preparatory Academy VI |  Queens High School for Information, Research, and |  Academy of Medical Technology: A College Board Sch |  8-21 BAY 25 STREET CONSOLIDATED LOCATION",,,
1585,2016 - 17,P.S. 236 Langston Hughes,X236,X,9,414.0,,1,1026.0,HOSTOS-LINCOLN ACADEMY,BAYCHESTER ACADEMY | 3500 Edson Avenue,0.0,0.0,0.0
1586,2016 - 17,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,X178,X,11,294.0,3177 WEBSTER AVENUE CONSOLIDATED LOCATION,2,432.0,CS 214X,Bedford Park Elementary School| P469X - The Bronx School for Continuous Learners| 3177 WEBSTER AVENUE CONSOLIDATED LOCATION,0.0,0.0,0.0
1587,2016 - 17,"The Marie Curie School for Medicine, Nursing, and",X237,X,10,343.0,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,3,459.0,MS 391X,Bronx Alliance Middle School |  One World Middle School at Edenwald |  Baychester Middle School |  3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,
1588,2016 - 17,Bronx Center for Science and Mathematics,X260,X,9,1340.0,,1,967.0,CONCORD HS,The Michael J. Petrides School,0.0,8.0,7.0
1589,2016 - 17,J.H.S. 074 Nathaniel Hawthorne,Q074,Q,26,329.0,133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,2,900.0,PS 066Q,Catherine & Count Basie Middle School 72|  Redwood Middle School|  133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,,,
1590,2016 - 17,P.S. 170,X170,X,9,1064.0,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,499.0,PS 161X,P.S. 214 |  Emolior Academy |  1970 WEST FARMS ROAD CONSOLIDATED LOCATION,,,
1591,2016 - 17,P.S. 197 The Ocean School,Q197,Q,27,1185.0,,1,945.0,PS 191Q,J.H.S. 194 William Carr,0.0,0.0,4.0
1592,2016 - 17,The Michael J. Petrides School,R080,R,31,310.0,,1,1022.0,TOTTENVILLE HS ,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,0.0,0.0,1.0
1593,2016 - 17,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,X061,X,12,691.0,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,421.0,CES 053X,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,0.0,0.0,0.0
1594,2016 - 17,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,X192,X,8,339.0,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,442.0,IS 203X,Urban Institute of Mathematics| Bronx Delta School| Mott Hall Community School| 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,,,
1595,2016 - 17,P.S. 072 Dr. William Dorney,X072,X,8,605.0,,1,484.0,PS 064X,P.S. 069 Journey Prep School,0.0,0.0,0.0
1596,2016 - 17,Soundview Academy for Culture and Scholarship,X448,X,8,516.0,,1,348.0,JHS 125X,P.S. 130 Abram Stevens Hewitt | 750 Prospect Avenue,1.0,1.0,0.0
1597,2016 - 17,P.S. 097 Forest Park,Q097,Q,27,365.0,,1,781.0,PS 087Q,P.S. 094 David D. Porter,0.0,0.0,0.0
1598,2016 - 17,"Queens High School for Information, Research, and",Q302,Q,27,2705.0,35-01 UNION STREET CONSOLIDATED LOCATION,5,735.0,ACADEMY OF AMER. STUDIES HS,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|  Flushing Yabc|  Flushing Evening High Schl M/W,1.0,10.0,11.0
1599,2016 - 17,Westchester Square Academy,X558,X,8,409.0,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,7,1272.0,MS/HS 368 INFO & NETWORK TECH,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,,,
1600,2016 - 17,45-35 VAN DAM STREET CONSOLIDATED LOCATION,Q520,Q,24,1110.0,,1,1059.0,CAMPUS MAGNET HS (A.J. HS),Townsend Harris High School,0.0,0.0,2.0
1601,2016 - 17,Pelham Academy of Academics and Community Engageme,X468,X,11,691.0,,1,349.0,JHS 127X,P.S. 134 George F. Bristow | 1330 Bristow Street,0.0,0.0,4.0
1602,2016 - 17,439 WEST 49TH STREET CONSOLIDATED LOCATION,M625,M,2,417.0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,671.0,NORMAN THOMAS HS,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,,,
1603,2016 - 17,P.S. 024 Andrew Jackson,Q024,Q,25,1406.0,,1,758.0,PS 017Q,P.S. 021 Edward Hart,0.0,0.0,0.0
1604,2016 - 17,133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,Q072,Q,28,841.0,,1,898.0,PS 064Q,P.S. 071 Forest | 62-85 FOREST AVENUE,0.0,0.0,2.0
1605,2016 - 17,P.S. 016 John J. Driscoll,R016,R,31,881.0,,1,969.0,IS 002R,P.S. 013 M. L. Lindemeyer,0.0,0.0,2.0
1606,2016 - 17,Space Shuttle Columbia School,R058,R,31,626.0,,1,1007.0,PS 046R,P.S. 055 Henry M. Boehm,1.0,0.0,1.0
1607,2016 - 17,P.S. 143 Louis Armstrong,Q143,Q,24,452.0,,1,925.0,PS 134Q,P.S. 140 Edward K Ellington,0.0,0.0,2.0
1608,2016 - 17,Pioneer Academy,Q307,Q,24,354.0,,1,736.0,IS 237Q,P.S. 251 Queens,0.0,0.0,1.0
1609,2016 - 17,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,X435,X,10,375.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,336.0,EVANDER CHILDS HS,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,
1610,2016 - 17,P.S. 183 Dr. Richard R. Green,Q183,Q,27,409.0,,1,938.0,PS 173Q,P.S. Q004,0.0,0.0,1.0
1611,2016 - 17,VILLAGE ACADEMY,Q319,Q,27,233.0,,1,1052.0,PS 256Q,P.S. 051 | 87-45 117 Street,0.0,0.0,0.0
1612,2016 - 17,P.S. 310 Marble Hill,X310,X,10,961.0,,1,460.0,MS 399X,P.S. 119 | 1075 Pugsley Avenue,0.0,0.0,0.0
