,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N
1613,2016 - 17,High School of World Cultures,X550,X,12,456.0,1300 BOYNTON AVENUE CONSOLIDATED LOCATION ,5,529.0,WILLIAM H. TAFT HIGH SCHOOL,Pan American International High School at Monroe|Learning To Work Yabc At Monroe Academy|The Metropolitan Soundview High School|High School of World Cultures|Monroe Academy for Visual Arts & Design|1300 BOYNTON AVENUE CONSOLIDATED LOCATION ,,,
1614,2016 - 17,I.S. 73 - The Frank Sansivieri Intermediate School,Q073,Q,24,442.0,133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,2,900.0,PS 066Q,Catherine & Count Basie Middle School 72|  Redwood Middle School|  133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,,,
1615,2016 - 17,I.S. 075 Frank D. Paulo,R075,R,31,960.0,,1,1010.0,PS 052R,P.S. 069 Daniel D. Tompkins,0.0,0.0,2.0
1616,2016 - 17,I.S. 007 Elias Bernstein,R007,R,31,764.0,,1,899.0,PS 065Q,P.S. 004 Maurice Wollin,0.0,1.0,0.0
1617,2016 - 17,Queens Vocational and Technical High School,Q600,Q,24,849.0,,1,1059.0,CAMPUS MAGNET HS (A.J. HS),Frank Sinatra School of the Arts High School,0.0,0.0,1.0
1618,2016 - 17,High School of Economics and Finance,M489,M,2,663.0,,1,705.0,SCHOOL OF THE FUTURE,Community Health Academy of the Heights,0.0,0.0,2.0
1619,2016 - 17,P.S. 085 Great Expectations,X085,X,10,314.0,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,1056.0,PS 195X,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,,,
1620,2016 - 17,Archer Elementary School,X531,X,12,501.0,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,385.0,PS 096X,P.S. X010 |  M.S. X101 Edward R. Byrne |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,
1621,2016 - 17,VOYAGES Preparatory,Q744,Q,24,506.0,45-10 94TH STREET CONSOLIDATED LOCATION,4,750.0,John F. Kennedy Jr. School (old OTC 721Q),Civic Leadership Academy |  Pan American International High School |  Corona Arts and Sciences Academy |  VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,,,
1622,2016 - 17,P.S. 186 Castlewood,Q186,Q,26,575.0,,1,939.0,PS 176Q,P.S. 183 Dr. Richard R. Green,0.0,0.0,1.0
1623,2016 - 17,120 WEST 231 STREET CONSOLIDATED LOCATION,X143,X,10,332.0,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,3,459.0,MS 391X,Bronx Alliance Middle School |  One World Middle School at Edenwald |  Baychester Middle School |  3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,
1624,2016 - 17,P.S. 121 Throop,X121,X,11,1148.0,,1,460.0,MS 399X,MS 118 William W. Niles | 577 East 179 Street,0.0,7.0,7.0
1625,2016 - 17,P.S. Q177,Q177,Q,26,674.0,,1,812.0,PS 169Q,P.S. 174 William Sidney Mount,0.0,0.0,0.0
1626,2016 - 17,P.S. 178 - Dr. Selman Waksman,X178,X,11,265.0,3177 WEBSTER AVENUE CONSOLIDATED LOCATION,3,432.0,CS 214X,P.S. 056 Norwood Heights| Bedford Park Elementary School| P469X - The Bronx School for Continuous Learners| 3177 WEBSTER AVENUE CONSOLIDATED LOCATION,,,
1627,2016 - 17,Queens Academy High School,Q540,Q,25,1366.0,,1,875.0,PS 015Q,P.S. 020 John Bowne,0.0,1.0,1.0
1628,2016 - 17,P.S. 103 Hector Fontanez,X103,X,11,497.0,1827 ARCHER STREET CONSOLIDATED LOCATION,3,341.0,IS 098X,  Archer Elementary School |  PS 536 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,,,
1629,2016 - 17,International High School at LaGuardia Community C,Q530,Q,24,3422.0,,1,1059.0,CAMPUS MAGNET HS (A.J. HS),Hillcrest High School,2.0,12.0,20.0
1630,2016 - 17,Comprehensive Model School Project M.S. 327,X327,X,9,1044.0,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2,1060.0,PS 188X,I.S. 229 Roland Patterson | The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2.0,1.0,1.0
1631,2016 - 17,P.S. X015 Institute for Environmental Learning,X015,X,10,674.0,,1,516.0,PS/MS 003X,P.S. 011 Highbridge,1.0,0.0,1.0
1632,2016 - 17,I.S. 061 Leonardo Da Vinci,Q061,Q,24,1039.0,,1,850.0,IS 053Q,P.S. 58 - The School of Heroes,0.0,0.0,0.0
1633,2016 - 17,P.S. 172,X172,X,9,251.0,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,499.0,PS 161X,P.S. 214 |  Emolior Academy |  1970 WEST FARMS ROAD CONSOLIDATED LOCATION,,,
1634,2016 - 17,I.S. 313 School of Leadership Development,X313,X,9,199.0,1000 TELLER AVENUE CONSOLIDATED LOCATION,3,352.0,JHS 142X,J.H.S. 145 Arturo Toscanini|Urban Science Academy|New Millennium Business Academy Middle School|1000 TELLER AVENUE CONSOLIDATED LOCATION,,,
1635,2016 - 17,Bronx Aerospace High School,X545,X,11,525.0,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,7,325.0,CHRISTOPHER COLUMBUS HS,Bronx High School for Writing and Communication Ar |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |  High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,,,
1636,2016 - 17,P17@IS184(XW),X017,X,7,193.0,,1,462.0,P754X,P.S. 159 Luis Munoz Marin Biling | 2315 Washington Avenue,0.0,0.0,0.0
1637,2016 - 17,J.H.S. 127 The Castle Hill,X127,X,11,333.0,1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,2,445.0,IS 117X,J.H.S. 125 Henry Hudson |  Blueprint Middle School |  1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,,,
1638,2016 - 17,Â P.S. 93 - BRONX,X093,X,8,570.0,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION ,2,444.0,IS 232X,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,,,
1639,2016 - 17,P.S. X188,X188,X,10,590.0,,2,424.0,CIS 022X,P.S. 030 Wilton I American Dream Charter School,0.0,0.0,3.0
1640,2016 - 17,High School for Environmental Studies,M400,M,2,294.0,,1,668.0,MANHATTAN COMP NITE HS,PS 527 - East Side School for Social Action,0.0,0.0,0.0
1641,2016 - 17,THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW),X539,X,10,394.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,321.0,ADLAI E. STEVENSON HS,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,
1642,2016 - 17,P.S. Q023 @ Queens Children Center,Q023,Q,26,635.0,,1,1361.0,North Queens Community HS,"Robert F. Wagner, Jr. Secondary School for Arts an",0.0,1.0,1.0
1643,2016 - 17,J.H.S. 157 Stephen A. Halsey,Q157,Q,28,287.0,229-02 137 AVENUE CONSOLIDATED LOCATION,2,804.0,PS 150Q,P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION,,,
1644,2016 - 17,P.S. 085 Judge Charles Vallone,Q085,Q,30,757.0,,1,726.0,IS 073Q,P.S. 81Q Jean Paul Richter,0.0,1.0,0.0
1645,2016 - 17,Academy of American Studies,Q575,Q,30,3903.0,,1,964.0,SPRINGFIELD GARDENS HS,Forest Hills High School,5.0,8.0,13.0
1646,2016 - 17,P.S. 001 Courtlandt School,X001,X,7,366.0,,1,1022.0,TOTTENVILLE HS ,P.S. R037,0.0,2.0,0.0
1647,2016 - 17,Bronx Park Middle School,X556,X,11,1121.0,2441 WALLACE AVENUE CONSOLIDATED LOCATION,3,349.0,JHS 127X,Bronx Green Middle School |  Pelham Academy of Academics and Community Engagement |  Bronx Park Middle School |  2441 WALLACE AVENUE CONSOLIDATED LOCATION,2.0,2.0,3.0
1648,2016 - 17,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Q242,Q,25,2024.0,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,734.0,IS 230Q,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,1.0,7.0,6.0
1649,2016 - 17,The 51 Avenue Academy (The Path To Academic Excell,Q877,Q,24,416.0,,1,1380.0,Civic Leadership Academy,P.S. Q811,0.0,0.0,0.0
1650,2016 - 17,John F. Kennedy Jr. School,Q721,Q,24,704.0,,1,,,Queens Gateway to Health Sciences Secondary School,0.0,3.0,2.0
1651,2016 - 17,NEW DORP EVENING M/W(SI),R901,R,31,1377.0,,1,1013.0,PS 055R,I.S. 075 Frank D. Paulo,0.0,1.0,2.0
1652,2016 - 17,P.S. M721 - Manhattan Occupational Training Center,M721,M,2,1712.0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,671.0,NORMAN THOMAS HS,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,2.0,5.0,14.0
1653,2016 - 17,I.S. 061 William A Morris,R061,R,31,730.0,,1,974.0,IS 049R,Space Shuttle Columbia School,0.0,0.0,0.0
1654,2016 - 17,P.S. 122 Mamie Fay,Q122,Q,30,1237.0,,1,793.0,PS 113Q,I.S. 119 The Glendale,0.0,1.0,0.0
1655,2016 - 17,P.S. 045 Clarence Witherspoon,Q045,Q,27,510.0,,1,882.0,PS 036Q,P.S. 041 Crocheron | 214-43 35 Avenue,0.0,1.0,0.0
1656,2016 - 17,P.S. 220 Edward Mandel,Q220,Q,28,1428.0,,1,824.0,PS 209Q,J.H.S. 216 George J. Ryan,0.0,0.0,3.0
1657,2016 - 17,Energy Tech High School,Q258,Q,30,1705.0,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,819.0,PS 196Q,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0.0,4.0,11.0
1658,2016 - 17,The 30th Avenue School (G&T Citywide),Q300,Q,30,465.0,,1,1211.0,P009Q @ WALTER REED SCHOOL,P.S. 015 Jackie Robinson,0.0,1.0,0.0
1659,2016 - 17,4520 MATILDA AVENUE,X314,X,11,391.0,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,443.0,IS 229X,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,,,
1660,2016 - 17,Academy of Finance and  Enterprise,Q264,Q,24,1660.0,,1,1421.0,Young Women Leadership School,P.S. Q016 The Nancy DeBenedittis School,0.0,1.0,0.0
1661,2016 - 17,Metropolitan Expeditionary Learning School,Q167,Q,28,285.0,,1,1270.0,"HS OF TEACHING, LIBERAL ARTS & SCI",Epic High School - North,0.0,0.0,0.0
1662,2016 - 17,P.S. 161 Ponce De Leon,X161,X,7,417.0,,1,462.0,P754X,P.S. 160 Walt Disney | 4141 Hutchinson River PKWY,0.0,2.0,5.0
1663,2016 - 17,P.S. 092 Harry T. Stewart Sr.,Q092,Q,30,723.0,,1,1358.0,PS/IS 295,P.S. 280,0.0,0.0,0.0
1664,2016 - 17,2111 CROTONA AVENUE CONSOLIDATED LOCATION,X057,X,12,501.0,,1,450.0,MS 045X,P.S. / I.S. 54,0.0,0.0,1.0
1665,2016 - 17,P.S. 020 Port Richmond,R020,R,31,703.0,80 MONROE AVENUE CONSOLIDATED LOCATION ,2,1168.0,PS 004R,Fort Hill Collaborative Elementary School |P.S. 016 John J. Driscoll |80 MONROE AVENUE CONSOLIDATED LOCATION ,0.0,1.0,1.0
1666,2016 - 17,P.S. X114 - Luis Llorens Torres Schools,X114,X,9,263.0,3710 BARNES AVENUE CONSOLIDATED LOCATION,3,390.0,PS 105X,The Forward School |  The Young Scholars Academy of The Bronx |  School of Diplomacy |  3710 BARNES AVENUE CONSOLIDATED LOCATION,,,
1667,2016 - 17,Curtis High School,R450,R,31,2974.0,465 NEW DORP LANE CONSOLIDATED LOCATION,2,1014.0,PS 056R,New Dorp High School| New Dorp Evening Hs M/W| 465 NEW DORP LANE CONSOLIDATED LOCATION,1.0,12.0,27.0
1668,2016 - 17,Discovery High School,X549,X,10,462.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,1402.0,The Cinema School,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,
1669,2016 - 17,P.S. 211,X211,X,12,324.0,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,442.0,IS 203X,Urban Institute of Mathematics| Bronx Delta School| Mott Hall Community School| 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,,,
1670,2016 - 17,New Dorp High School,R440,R,31,1322.0,,1,1012.0,PS 054R,I.S. 072 Rocco Laurie,0.0,1.0,11.0
1671,2016 - 17,Grant Avenue Elementary School,X449,X,9,523.0,,1,355.0,MS 158X,P.S. 163 Arthur A. Schomburg | 2075 Webster Avenue,0.0,0.0,1.0
1672,2016 - 17,Cambria Heights Academy,Q326,Q,29,462.0,45-10 94TH STREET CONSOLIDATED LOCATION,1,1269.0,FRANK SINATRA HS,Queens High School for the Sciences at York College | 94-50 159th Street,0.0,0.0,0.0
1673,2016 - 17,101 WARREN STREET CONSOLIDATED LOCATION,R049,R,31,262.0,,1,1167.0,P373R,Naples Street Elementary School,0.0,0.0,0.0
1674,2016 - 17,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,X405,X,8,829.0,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,7,1272.0,MS/HS 368 INFO & NETWORK TECH,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,,,
1675,2016 - 17,P.S. 015 Jackie Robinson,Q015,Q,29,1248.0,,1,849.0,IS 008Q,P.S. 012 James B. Colgate,0.0,1.0,1.0
1676,2016 - 17,P.S. 026 Rufus King,Q026,Q,26,957.0,34-65 192 STREET CONSOLIDATED LOCATION,2,759.0,PS 019Q,I.S. 025 Adrien Block |  World Journalism Preparatory: A College Board Scho |  34-65 192 STREET CONSOLIDATED LOCATION,,,
1677,2016 - 17,High School of Language and Innovation,X509,X,11,500.0,925 ASTOR AVENUE CONSOLIDATED LOCATION,6,339.0,HERBERT H. LEHMAN HS,Collegiate Institute for Math and Science|Astor Collegiate Academy|C Columbus Hs Yabc|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|925 ASTOR AVENUE CONSOLIDATED LOCATION,,,
1678,2016 - 17,100 LUTEN AVENUE CONSOLIDATED LOCATION,R455,R,31,2558.0,,1,976.0,IS 061R,Curtis High School,2.0,13.0,33.0
1679,2016 - 17,P.S. X014 Senator John Calandra,X014,X,8,861.0,,1,328.0,Eximius College Preparatory Academy,P.S. 9 Ryer Avenue Elementary School,1.0,0.0,0.0
1680,2016 - 17,P.S. 65 - The Raymond York Elementary School,Q065,Q,27,1020.0,,1,1380.0,Civic Leadership Academy,I.S. 077,0.0,3.0,2.0
1681,2016 - 17,190 BEACH 110 STREET CONSOLIDATED LOCATION,Q225,Q,27,595.0,,1,951.0,PS 215Q,P.S. 223 Lyndon B. Johnson,0.0,1.0,2.0
1682,2016 - 17,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,X044,X,12,470.0,,1,368.0,PS 036X,P.S. 043 Jonas Bronck,1.0,0.0,0.0
1683,2016 - 17,220 HENRY STREET CONSOLIDATED LOCATION,M056,M,1,,220 HENRY STREET CONSOLIDATED LOCATION,4,552.0,JHS 052M,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",,,
1684,2016 - 17,J.H.S. 080 The Mosholu Parkway,X080,X,10,617.0,125 EAST 181 STREET CONSOLIDATED LOCATION,3,422.0,CES 073X,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",,,
1685,2016 - 17,P.S. 3 Raul Julia Micro Society,X003,X,10,433.0,1363 FULTON AVENUE CONSOLIDATED LOCATION,2,1027.0,P721ROTC,Eximius College Preparatory Academy: A College Boa |  Bronx Center for Science and Mathematics |  1363 FULTON AVENUE CONSOLIDATED LOCATION,,,
1686,2016 - 17,Knowledge and Power Preparatory Academy VI,Q282,Q,27,,35-01 UNION STREET CONSOLIDATED LOCATION,5,735.0,ACADEMY OF AMER. STUDIES HS,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|  Flushing Yabc|  Flushing Evening High Schl M/W,,,
1687,2016 - 17,Knowledge and Power Preparatory Academy Internatio,X374,X,10,487.0,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,6,1402.0,The Cinema School,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,
1688,2016 - 17,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,Q400,Q,27,248.0,,1,,,District 30 Pre-K Center | 96-10 23 AVENUE,0.0,0.0,0.0
1689,2016 - 17,P.S. 163 Flushing Heights,Q163,Q,25,676.0,,1,1164.0,PS 156Q,P.S. 160 Walter Francis Bishop,0.0,1.0,0.0
1690,2016 - 17,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,X189,X,11,1180.0,778 FOREST AVENUE CONSOLIDATED LOCATION,4,,,P.S. X017 |  South Bronx Academy for Applied Media |  Academy of Public Relations |  Jill Chaifetz Transfer High School |  778 FOREST AVENUE CONSOLIDATED LOCATION,2.0,5.0,17.0
1691,2016 - 17,Queens Explorers Elementary School,Q316,Q,27,304.0,,1,959.0,PS 270Q,The Children's Lab School,0.0,0.0,0.0
1692,2016 - 17,P.S. 008 Issac Varian,X008,X,10,722.0,,1,1050.0,PS 80R (Michael Petrides Complex),PS 5 Port Morris,2.0,2.0,1.0
1693,2016 - 17,P.S. 023 Richmondtown,R023,R,31,482.0,,1,986.0,PS 011R,P.S. 020 Port Richmond,0.0,0.0,1.0
1694,2016 - 17,The Peck Slip School,M343,M,2,186.0,,1,649.0,ENVIRONMENTAL STUDIES HS,P.S. 150 | 334 GREENWICH STREET,0.0,0.0,1.0
1695,2016 - 17,P.S. 030 Wilton,X030,X,7,461.0,,1,367.0,PS 021X,P.S. 277,0.0,0.0,0.0
1696,2016 - 17,P.S. 059 The Community School of Technology,X059,X,10,558.0,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,370.0,PS 047X,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,,,
1697,2016 - 17,One World Middle School at Edenwald,X529,X,11,1459.0,,1,361.0,P 186X,Riverdale / Kingsbridge Academy (Middle School / High School | 660 West 237 Street,1.0,3.0,8.0
1698,2016 - 17,William Cullen Bryant High School,Q445,Q,30,1234.0,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,2,714.0,BENJAMIN CARDOZO HS,Business Technology Early College High School |  Martin Van Buren High School |  230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,,,
1699,2016 - 17,Academy for Language and Technology,X365,X,9,1110.0,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,1056.0,PS 195X,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,2.0,4.0,9.0
1700,2016 - 17,P.S. 046 Edgar Allan Poe,X046,X,10,131.0,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,519.0,PS/MS 037X,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,,,
1701,2016 - 17,P.S. 174 William Sidney Mount,Q174,Q,28,484.0,,1,859.0,JHS 168Q,P.S. 171 Peter G. Van Alst,0.0,0.0,0.0
1702,2016 - 17,Young Leaders Elementary School,X369,X,7,172.0,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,509.0,PS 277X,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,,,
1703,2016 - 17,Mott Hall III,X128,X,9,714.0,,1,388.0,PS 102X,P.S. 109 Sedgwick | 1771 Popham Avenue,0.0,0.0,1.0
1704,2016 - 17,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,X067,X,12,978.0,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,374.0,PS 061X,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,0.0,3.0,2.0
1705,2016 - 17,Repertory Company High School for Theatre Arts,M531,M,2,628.0,34 WEST  14 STREET CONSOLIDATED LOCATION,1,1129.0,CITY HALL ACADEMY,Harvest Collegiate High School |  34 WEST  14 STREET CONSOLIDATED LOCATION,0.0,1.0,0.0
1706,2016 - 17,FLUSHING EVENING HS MON & WED(QN) ,Q901,Q,25,399.0,35-01 UNION STREET CONSOLIDATED LOCATION,5,735.0,ACADEMY OF AMER. STUDIES HS,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|  Flushing Yabc|  Flushing Evening High Schl M/W,,,
1707,2016 - 17,34-65 192 STREET CONSOLIDATED LOCATION,Q025,Q,25,990.0,,1,876.0,PS 018Q,P.S. 024 Andrew Jackson,0.0,1.0,1.0
1708,2016 - 17,P.S. 042 Claremont,X042,X,9,237.0,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,2,471.0,PS 030X,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,,,
1709,2016 - 17,P.S. 154 Queens,Q154,Q,25,419.0,,1,738.0,JHS 145Q,P.S. 151 Mary D. Carter,0.0,0.0,0.0
1710,2016 - 17,10 East 15th Street,M868,M,2,369.0,,1,649.0,ENVIRONMENTAL STUDIES HS,P.S. M811 - Mickey Mantle School | 466 West End Avenue,0.0,0.0,3.0
1711,2016 - 17,46-21 COLDEN STREET CONSOLIDATED LOCATION,Q237,Q,25,707.0,30-14 30 STREET CONSOLIDATED LOCATION,2,733.0,IS 227Q,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,0.0,0.0,1.0
1712,2016 - 17,P.S. 049 Willis Avenue,X049,X,7,1036.0,,1,522.0,PS/MS 220X,P.S. 046 Edgar Allan Poe,0.0,1.0,2.0
1713,2016 - 17,Pathways College Preparatory School: A College Boa,Q259,Q,29,545.0,85-15 258 STREET CONSOLIDATED LOCATION,2,944.0,PS 186Q,P.S. 191 Mayflower |  P.S. Q993 |  85-15 258 STREET CONSOLIDATED LOCATION,,,
1714,2016 - 17,Millennium Art Academy,X312,X,8,2413.0,100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,3,528.0,WALTON HS,Bronx Collaborative High School |  World View High School |  DeWitt Clinton High School |  100 WEST MOSHOLU PARKWAY SOUTH CONSOLIDATED LOCATION,8.0,17.0,51.0
1715,2016 - 17,P.S. 046 Alley Pond,Q046,Q,26,719.0,,1,883.0,PS 037Q,P.S./M.S 042 R. Vernam | 488 Beach 66 Street,1.0,6.0,5.0
1716,2016 - 17,Flushing International High School,Q263,Q,25,396.0,252-12 72 AVENUE CONSOLIDATED LOCATION,2,1161.0,P004Q @ P179Q,P.S. 186 Castlewood |  P.S. Q224 |  252-12 72 AVENUE CONSOLIDATED LOCATION,0.0,0.0,0.0
1717,2016 - 17,"Robert F. Wagner, Jr. Secondary School for Arts an",Q560,Q,24,648.0,,1,1380.0,Civic Leadership Academy,P.S./I.S. 78Q,0.0,0.0,1.0
1718,2016 - 17,P.S./M.S 042 R. Vernam,Q042,Q,27,113.0,109-20 UNION HALL STREET CONSOLIDATED LOCATION ,2,879.0,PS 033Q,P.S. 040 Samuel Huntington | Jamaica Children's School | 109-20 UNION HALL STREET CONSOLIDATED LOCATION ,,,
1719,2016 - 17,98-11 44TH AVENUE,Q311,Q,24,546.0,,1,958.0,PS 268Q,A.C.E. Academy for Scholars at the Geraldine Ferra,0.0,0.0,0.0
1720,2016 - 17,P.S. 045 John Tyler,R045,R,31,440.0,100 ESSEX DRIVE CONSOLIDATED LOCATION,3,973.0,IS 034R,Marsh Avenue School for Expeditionary Learning |  Gaynor McCown Expeditionary Learning School |  100 ESSEX DRIVE CONSOLIDATED LOCATION,,,
1721,2016 - 17,World View High School,X353,X,10,423.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,336.0,EVANDER CHILDS HS,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,,,
1722,2016 - 17,P.S. 004 Maurice Wollin,R004,R,31,497.0,,1,727.0,IS 077Q,P.S. 001 Tottenville,0.0,0.0,0.0
1723,2016 - 17,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Q222,Q,30,672.0,,1,825.0,PS 212Q,P.S. 219 Paul Klapper,0.0,0.0,1.0
1724,2016 - 17,P.S. 047 Chris Galas,Q047,Q,27,924.0,,1,884.0,PS 038Q,P.S. 043 | P.S. 256 | 160 Beach 29 Street,2.0,1.0,3.0
1725,2016 - 17,Harry S Truman High School,X455,X,11,469.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,527.0,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,
1726,2016 - 17,339 MORRIS AVENUE CONSOLIDATED LOCATION,X183,X,7,990.0,,1,342.0,IS 174X,P.S. 182,0.0,2.0,0.0
1727,2016 - 17,P.S. 053 Basheer Quisim,X053,X,9,172.0,1550 VYSE AVENUE CONSOLIDATED LOCATION,2,330.0,CS 042X,AFairmont Neighborhood School|  ASamara Community School|  1550 VYSE AVENUE CONSOLIDATED LOCATION,,,
1728,2016 - 17,Epic High School - North,Q334,Q,27,2114.0,,1,1068.0,INTERNATIONAL HS,Aviation Career & Technical Education High School,0.0,1.0,4.0
