,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1078,2016 - 17,P.S./ IS 178 Holliswood,Q178,Q,26,786.0,,1,812.0,PS 169Q,P.S. 175 The Lynn Gross Discovery School,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11423.0,40.724479,-73.777454,8.0,23.0,1277.0,4156558.0,4072770001.0,Jamaica Estates-Holliswood                                                 
1079,2016 - 17,1001 JENNINGS STREET CONSOLIDATED LOCATION,X066,X,12,497.0,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,482.0,PS 058X,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10460.0,40.831165,-73.887094,3.0,17.0,157.0,2010916.0,2030080001.0,Crotona Park East                                                          
1080,2016 - 17,Flushing High School,Q460,Q,25,804.0,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,716.0,FOREST HILLS HS,HS Arts & Business Yabc |  High School for Arts and Business |  105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,1.0,1.0,3.0,1.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11354.0,40.765166,-73.82789,7.0,20.0,1161.0,4113172.0,4050020001.0,Flushing                                                                   
1081,2016 - 17,1550 VYSE AVENUE CONSOLIDATED LOCATION,X050,X,12,662.0,,1,369.0,PS 041X,P.S. 049 Willis Avenue,0.0,3.0,4.0,1.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10460.0,40.834157,-73.887512,3.0,17.0,157.0,2010786.0,2029960010.0,Crotona Park East                                                          
1082,2016 - 17,P.S. 130 Abram Stevens Hewitt,X130,X,8,1524.0,2055 MAPES AVENUE CONSOLIDATED LOCATION,2,353.0,MS 123X,M.S. 129 Academy for Independent Learning and Lead |  Kappa III |  2055 MAPES AVENUE CONSOLIDATED LOCATION,3.0,2.0,5.0,4.0,1.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,10455.0,40.817721,-73.902421,2.0,17.0,85.0,2005168.0,2026880001.0,Longwood                                                                   
1083,2016 - 17,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,Q410,Q,27,804.0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,842.0,AUGUST MARTIN HS,Channel View School for Research| Rockaway Park High School for Environmental Sustai| Rockaway Collegiate High School| 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,11694.0,40.586066,-73.822624,14.0,32.0,94201.0,4303773.0,4161670099.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
1084,2016 - 17,I.S. 227 Louis Armstrong,Q227,Q,30,402.0,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,3,952.0,PS 219Q,J.H.S. 226 Virgil I. Grissom | Hawtree Creek Middle School | Epic High School - South | 121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11369.0,40.758408,-73.874472,3.0,21.0,353.0,4034891.0,4014230001.0,East Elmhurst                                                              
1085,2016 - 17,P.S. 060 Woodhaven,Q060,Q,27,390.0,,1,891.0,PS 052Q,P.S. 056 Harry Eichler,0.0,0.0,1.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11421.0,40.692179,-73.852636,9.0,32.0,18.0,4184144.0,4089290058.0,Woodhaven                                                                  
1086,2016 - 17,89-30 114 STREET|94-25 117 Street|CONSOLIDATED LOCATION,Q475,Q,27,2162.0,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,715.0,FLUSHING HS,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,2.0,7.0,14.0,7.0,1.0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,11418.0,40.695888,-73.833681,9.0,28.0,124.0,4195688.0,4093210001.0,Richmond Hill                                                              
1087,2016 - 17,M.S. 223 The Laboratory School of Finance and Tech,X223,X,7,409.0,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,354.0,MS 144X,Kappa |  I.S. 219 New Venture School |  Frederick Douglass Academy III Secondary School |  3630 THIRD AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10454.0,40.813983,-73.920782,1.0,8.0,43.0,2097038.0,2023060054.0,Mott Haven-Port Morris                                                     
1088,2016 - 17,P.S. 199 Maurice A. Fitzgerald,Q199,Q,24,959.0,,1,854.0,IS 192Q,P.S. 196 Grand Central Parkway,0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11104.0,40.740088,-73.926214,2.0,26.0,189.0,4002915.0,4002060003.0,Hunters Point-Sunnyside-West Maspeth                                       
1089,2016 - 17,Childrenâs Aid College Prep Charter School,X124,X,12,204.0,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,442.0,IS 203X,Urban Institute of Mathematics| Bronx Delta School| Mott Hall Community School| 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,10457.0,40.843546,-73.889755,6.0,17.0,36901.0,2094582.0,2029510032.0,East Tremont                                                               
1090,2016 - 17,Sheridan Academy for Young Leaders,X457,X,9,1510.0,,1,444.0,IS 232X,P.S. 089 Bronx,0.0,0.0,5.0,0.0,0.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,10456.0,40.831992,-73.91796,4.0,16.0,18102.0,2002745.0,2024560100.0,East Concourse-Concourse Village                                           
1091,2016 - 17,Goldie Maple Academy,Q333,Q,27,579.0,,1,945.0,PS 191Q,P.S. 195 William Haberle,0.0,0.0,1.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11692.0,40.593967,-73.786182,14.0,31.0,97204.0,4301929.0,4158940011.0,Hammels-Arverne-Edgemere                                                   
1092,2016 - 17,Life Sciences Secondary School,M655,M,2,616.0,16 CLARKSON STREET CONSOLIDATED LOCATION,3,656.0,HS GRAPHIC COMM. ARTS,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,,,,,,4C,501-750,,,,,,10128.0,40.783625,-73.945637,8.0,5.0,15601.0,1050338.0,1015580034.0,Yorkville                                                                  
1093,2016 - 17,P.S. X140 The Eagle School,X140,X,8,389.0,345 BROOK AVENUE CONSOLIDATED LOCATION,3,399.0,PS 134X,P.S. / I.S. 224 |  International Community High School |  Academy of Applied Mathematics and Technology |  345 BROOK AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10456.0,40.823289,-73.907948,3.0,17.0,185.0,2004469.0,2026270009.0,Morrisania-Melrose                                                         
1094,2016 - 17,Gaynor McCown Expeditionary Learning School,R064,R,31,1018.0,,1,998.0,PS 032R,P.S. 042 Eltingville,0.0,0.0,1.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,10314.0,40.581315,-74.158589,2.0,51.0,27702.0,5149609.0,5024500320.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1095,2016 - 17,Bronx High School for Writing and Communication Ar,X253,X,11,666.0,1551 EAST 172ND STREET CONSOLIDATED LOCATION,2,325.0,CHRISTOPHER COLUMBUS HS,Mott Hall V |  THE CINEMA SCHOOL |  1551 EAST 172ND STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,10467.0,40.875953,-73.86197,12.0,12.0,372.0,2057045.0,2046330040.0,Williamsbridge-Olinville                                                   
1096,2016 - 17,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,Q470,Q,28,495.0,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,715.0,FLUSHING HS,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11432.0,40.713218,-73.797237,8.0,24.0,452.0,4448806.0,4098580100.0,Briarwood-Jamaica Hills                                                    
1097,2016 - 17,P.S. Q811,Q811,Q,26,218.0,,1,1269.0,FRANK SINATRA HS,North Queens Community High School,1.0,3.0,0.0,1.0,3.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,11362.0,40.756778,-73.729487,11.0,23.0,152902.0,4173060.0,4083610001.0,Douglas Manor-Douglaston-Little Neck                                       
1098,2016 - 17,P.S. 223 Lyndon B. Johnson,Q223,Q,27,707.0,,1,826.0,PS 213Q,P.S. 220 Edward Mandel,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11434.0,40.674519,-73.789399,12.0,28.0,18401.0,4261713.0,4120510001.0,Baisley Park                                                               
1099,2016 - 17,Bronx Engineering and Technology Academy,X213,X,10,397.0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,2,321.0,ADLAI E. STEVENSON HS,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
1100,2016 - 17,Bronx Community High School,X377,X,8,323.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,527.0,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1101,2016 - 17,P.S. 330,Q330,Q,24,628.0,,1,1385.0,Pioneer Academy,P.S. 048 William Wordsworth,0.0,0.0,3.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11368.0,40.75788,-73.859201,3.0,21.0,381.0,4540018.0,4017250001.0,North Corona                                                               
1102,2016 - 17,I.S. 077,Q077,Q,24,518.0,,1,1349.0,Young Women Leadership School-Astoria,Baccalaureate School for Global Education,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11385.0,40.699516,-73.90214,5.0,34.0,555.0,4085922.0,4035630023.0,Ridgewood                                                                  
1103,2016 - 17,P.S. 254 - The Rosa Parks School,Q254,Q,27,974.0,,1,736.0,IS 237Q,"P.S. 128 The Lorraine Tuzzo, Juniper Valley | 69-10 65th Drive",0.0,1.0,1.0,1.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11418.0,40.697961,-73.84796,9.0,32.0,24.0,4191296.0,4091770023.0,Richmond Hill                                                              
1104,2016 - 17,I.S. 206 Ann Mersereau,X206,X,10,279.0,1180 TINTON AVENUE CONSOLIDATED LOCATION,2,1360.0,Cornerstone Academy for Social Action,P.S. 212 |  Urban Scholars Community School |  1180 TINTON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10468.0,40.859686,-73.906495,7.0,14.0,253.0,2086823.0,2032090001.0,Kingsbridge Heights                                                        
1105,2016 - 17,Thomas C. Giordano Middle School 45,X045,X,10,274.0,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,519.0,PS/MS 037X,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10458.0,40.859034,-73.886913,6.0,15.0,387.0,2011937.0,2030670001.0,Belmont                                                                    
1106,2016 - 17,Staten Island Yabc,R607,R,31,1583.0,,1,1017.0,PS 060R,Port Richmond High School,2.0,10.0,27.0,2.0,8.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,10312.0,40.528092,-74.192032,3.0,51.0,198.0,5082634.0,5066130001.0,Annadale-Huguenot-Prince's Bay-Eltingville                                 
1107,2016 - 17,977 FOX STREET CONSOLIDATED LOCATION,X116,X,12,767.0,120 EAST 184 STREET CONSOLIDATED LOCATION,2,333.0,CS 110X,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,0.0,2.0,6.0,1.0,1.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10459.0,40.822443,-73.893902,2.0,17.0,159.0,2005660.0,2027140004.0,Hunts Point                                                                
1108,2016 - 17,Hillside Arts & Letters Academy,Q325,Q,28,629.0,8-21 BAY 25 STREET CONSOLIDATED LOCATION,4,711.0,ARTS & BUSINESS HS,"Frederick Douglass Academy VI High School |  Knowledge and Power Preparatory Academy VI |  Queens High School for Information, Research, and |  Academy of Medical Technology: A College Board Sch |  8-21 BAY 25 STREET CONSOLIDATED LOCATION",,,,,,4C,501-750,,,,,,11432.0,40.713218,-73.797237,8.0,24.0,452.0,4448806.0,4098580100.0,Briarwood-Jamaica Hills                                                    
1109,2016 - 17,P.S. 124 Osmond A Church,Q124,Q,27,939.0,,1,915.0,PS 115Q,P.S. 121 Queens,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11420.0,40.665058,-73.811701,10.0,28.0,84602.0,4257530.0,4118820001.0,South Ozone Park                                                           
1110,2016 - 17,Urban Assembly Gateway School for Technology,M507,M,2,378.0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,671.0,NORMAN THOMAS HS,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10019.0,40.76337,-73.990593,4.0,3.0,127.0,1026646.0,1010590015.0,Clinton                                                                    
1111,2016 - 17,Thurgood Marshall Academy for Learning and Social,M670,M,5,280.0,,1,1305.0,PS 18 ANNEX/PS 98 ANNEX,Satellite Academy High School,0.0,1.0,2.0,1.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10030.0,40.815509,-73.944202,10.0,9.0,228.0,1058843.0,1019400035.0,Central Harlem North-Polo Grounds                                          
1112,2016 - 17,I.S. 232,X232,X,9,891.0,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,2,380.0,PS 075X,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,10453.0,40.849623,-73.91607,5.0,14.0,21502.0,2008460.0,2028660070.0,University Heights-Morris Heights                                          
1113,2016 - 17,108-35 167 STREET CONSOLIDATED LOCATION,Q008,Q,28,1836.0,,1,638.0,THURGOOD MARSHALL ACADEMY,I.S. 5 - The Walter Crowley Intermediate School,0.0,2.0,4.0,2.0,0.0,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,11433.0,40.69719,-73.787192,12.0,27.0,258.0,4216655.0,4101780001.0,South Jamaica                                                              
1114,2016 - 17,132-10 JAMAICA AVENUE,Q383,Q,28,304.0,,1,889.0,PS 048Q,East Elmhurst Community School,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11418.0,40.702156,-73.820209,9.0,29.0,14202.0,4196343.0,4093400104.0,Richmond Hill                                                              
1115,2016 - 17,The New School for Leadership and Journalism,X244,X,10,304.0,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,3,459.0,MS 391X,Bronx Alliance Middle School |  One World Middle School at Edenwald |  Baychester Middle School |  3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10463.0,40.875911,-73.901099,8.0,14.0,273.0,2015547.0,2032530141.0,Van Cortlandt Village                                                      
1116,2016 - 17,39-07 57th Street,Q339,Q,30,356.0,,1,1427.0,PS 273,Queens Explorers Elementary School,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11377.0,40.747693,-73.906429,2.0,26.0,257.0,4543408.0,4012280048.0,Woodside                                                                   
1117,2016 - 17,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,Q420,Q,29,494.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,,,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
1118,2016 - 17,Staten Island School of Civic Leadership,R861,R,31,426.0,,1,1022.0,TOTTENVILLE HS ,P.S. 65 The Academy of Innovative Learning,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10314.0,40.620676,-74.164277,1.0,49.0,30301.0,5032481.0,5016530001.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
1119,2016 - 17,P.S. 062 Inocensio Casanova,X062,X,8,539.0,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,426.0,CS 057X,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10455.0,40.814031,-73.900609,2.0,8.0,83.0,2005089.0,2026830065.0,Longwood                                                                   
1120,2016 - 17,2055 MAPES AVENUE CONSOLIDATED LOCATION,X129,X,12,1119.0,1560 PURDY STREET CONSOLIDATED LOCATION,2,357.0,MS 301X,J.H.S. 127 The Castle Hill |  Linden Tree Elementary School |  1560 PURDY STREET CONSOLIDATED LOCATION,1.0,2.0,5.0,3.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,10460.0,40.845878,-73.886184,6.0,15.0,371.0,2012957.0,2031090001.0,East Tremont                                                               
1121,2016 - 17,George Washington Carver High School for the Scien,Q272,Q,29,3744.0,,1,,,Benjamin N. Cardozo High School,2.0,15.0,11.0,7.0,4.0,12C,3001-4000,1.13,8.47,15.33,3.8,3.07,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  
1122,2016 - 17,Success Academy Hell's Kitchen,M170,M,2,261.0,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,531.0,AP RANDOLPH HS,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10019.0,40.76337,-73.990593,4.0,3.0,127.0,1026646.0,1010590015.0,Clinton                                                                    
1123,2016 - 17,J.H.S. 098 Herman Ridder,X098,X,12,955.0,,1,428.0,CS 090X,P.S. 096 Richard Rodgers | 2385 Olinville Avenue,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10460.0,40.8359,-73.890458,3.0,17.0,155.0,2009867.0,2029390093.0,Crotona Park East                                                          
1124,2016 - 17,P.S. X010,X010,X,8,436.0,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,1,492.0,PS 094X,Metropolitan High School | 1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,1.0,8.0,4.0,6.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10465.0,40.827471,-73.829753,10.0,13.0,152.0,2080231.0,2055470001.0,Schuylerville-Throgs Neck-Edgewater Park                                   
1125,2016 - 17,199-10 112 AVENUE,Q892,Q,29,460.0,,1,1380.0,Civic Leadership Academy,The 51 Avenue Academy (The Path To Academic Excell,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11412.0,40.702514,-73.756595,12.0,27.0,520.0,4235252.0,4109750001.0,St. Albans                                                                 
1126,2016 - 17,Bronx Design and Construction Academy,X522,X,7,961.0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,2,526.0,SOUTH BRONX HS,PS/MS 11X498 - VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,1.0,0.0,1.0,0.0,1.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             
1127,2016 - 17,Blueprint Middle School,X562,X,8,541.0,1025 MORRISON AVENUE CONSOLIDATED LOCATION,2,1132.0,IS 216X,J.H.S. 123 James M. Kieran |  The School for Inquiry and Social Justice |  1025 MORRISON AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,10472.0,40.829232,-73.856734,9.0,18.0,4001.0,2025717.0,2037900040.0,Soundview-Bruckner                                                         
1128,2016 - 17,P.S. 091 Bronx,X091,X,10,1094.0,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION ,2,444.0,IS 232X,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,10453.0,40.858103,-73.907972,5.0,14.0,251.0,2094683.0,2032070040.0,University Heights-Morris Heights                                          
1129,2016 - 17,P.S. 044 Thomas C. Brown,R044,R,31,449.0,100 ESSEX DRIVE CONSOLIDATED LOCATION,3,973.0,IS 034R,Marsh Avenue School for Expeditionary Learning |  Gaynor McCown Expeditionary Learning School |  100 ESSEX DRIVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10303.0,40.63179,-74.156439,1.0,49.0,231.0,5027641.0,5012180001.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
1130,2016 - 17,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,X162,X,7,509.0,628 TINTON AVENUE CONSOLIDATED LOCATION,2,496.0,PS 156X,P.S. 161 Ponce De Leon|P17@IS161(XW)|628 TINTON AVENUE CONSOLIDATED LOCATION,0.0,1.0,2.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10455.0,40.815498,-73.91224,1.0,17.0,73.0,2004314.0,2026160001.0,Melrose South-Mott Haven North                                             
1131,2016 - 17,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,Q202,Q,27,522.0,,1,946.0,PS 195Q,P.S. 201 The Discovery School for Inquiry and Rese,1.0,0.0,0.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11417.0,40.67124,-73.845141,10.0,32.0,58.0,4245993.0,4114030001.0,Ozone Park                                                                 
1132,2016 - 17,P.S. 096 Richard Rodgers,X096,X,11,1727.0,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,383.0,PS 087X,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,1.0,2.0,0.0,1.0,2.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,10467.0,40.861371,-73.869296,11.0,15.0,33201.0,2049999.0,2043410013.0,Bronxdale                                                                  
1133,2016 - 17,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",Q128,Q,24,388.0,,1,1209.0,IS 235Q,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11379.0,40.715344,-73.886215,5.0,30.0,659.0,4070445.0,4030270037.0,Middle Village                                                             
1134,2016 - 17,P.S./M.S. 031 The William Lloyd Garrison,X031,X,7,697.0,360 EAST 145 STREET CONSOLIDATED LOCATION,2,446.0,JHS 145X,South Bronx Preparatory: A College Board School |  M.S. 223 The Laboratory School of Finance and Tech |  360 EAST 145 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,10451.0,40.82316,-73.921631,4.0,17.0,61.0,2002458.0,2024430190.0,East Concourse-Concourse Village                                           
1135,2016 - 17,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,X147,X,9,254.0,1000 TELLER AVENUE CONSOLIDATED LOCATION,3,352.0,JHS 142X,J.H.S. 145 Arturo Toscanini|Urban Science Academy|New Millennium Business Academy Middle School|1000 TELLER AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10457.0,40.840878,-73.904754,3.0,16.0,167.0,2009400.0,2028970005.0,Claremont-Bathgate                                                         
1136,2016 - 17,The Academy for Excellence through the Arts,Q003,Q,28,508.0,,1,1266.0,PS/IS 278,SPRUCE STREET SCHOOL,0.0,1.0,1.0,0.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11375.0,40.725098,-73.845091,6.0,29.0,739.0,4052265.0,4022180021.0,Forest Hills                                                               
1137,2016 - 17,P.S. 175 City Island,X175,X,11,305.0,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,500.0,PS 163X,"Women's Academy of Excellence |  Archimedes Academy for Math, Science and Technolog |  The Bronx Mathematics Preparatory School |  456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,10464.0,40.843873,-73.785219,10.0,13.0,516.0,2082444.0,2056410280.0,Pelham Bay-Country Club-City Island                                        
1138,2016 - 17,Bronx Delta School,X392,X,8,264.0,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,344.0,IS 181X,Cornerstone Academy for Social Action |  Cornerstone Academy for Social Action Middle Schoo |  3441 STEENWICK AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10465.0,40.826526,-73.818417,10.0,13.0,158.0,2077130.0,2054380001.0,Schuylerville-Throgs Neck-Edgewater Park                                   
1139,2016 - 17,Bronx High School of Business,X412,X,9,407.0,240 EAST 172 STREET CONSOLIDATED LOCATION,7,324.0,BRONX REGIONAL HS,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Bronx High School of Business |Bronx High School for Medical Science |Jonathan Levin High School for Media and Communica |Claremont International HS |240 EAST 172 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10457.0,40.840422,-73.91091,4.0,16.0,225.0,2007806.0,2028170002.0,East Concourse-Concourse Village                                           
1140,2016 - 17,45-10 94TH STREET CONSOLIDATED LOCATION,Q744,Q,24,498.0,45-10 94TH STREET CONSOLIDATED LOCATION,4,750.0,John F. Kennedy Jr. School (old OTC 721Q),Civic Leadership Academy |  Pan American International High School |  Corona Arts and Sciences Academy |  VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11373.0,40.74373,-73.870642,4.0,25.0,463.0,4437166.0,4016000061.0,Elmhurst                                                                   
1141,2016 - 17,P.S. 232 Lindenwood,Q232,Q,27,341.0,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,873.0,MS 226Q,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11414.0,40.665909,-73.851216,10.0,32.0,6202.0,4247454.0,4114450001.0,Lindenwood-Howard Beach                                                    
